,ma_khach_hang,ngay_binh_luan,gio_binh_luan,ma_san_pham,word_pro3,so_sao,word_pro4,negative_words,negative_count,positive_words,positive_count,star_cleaned,joined_positive_words,joined_negative_words
15321,1472,17/11/2021,20:41,204900128,sạch tốt không_phù_hợp khô lắm căng,5,sạch tốt không phù hợp khô lắm căng,['không phù hợp'],1,"['tốt', 'phù hợp']",2,5,"tốt, phù_hợp",không_phù_hợp
15322,283,2/6/2021,23:07,422208807,tẩy dịu nhẹ mềm không_gây kích_ứng giá rẻ hàng,5,tẩy dịu nhẹ mềm không gây kích ứng giá rẻ hàng,[],0,['dịu nhẹ'],1,5,dịu_nhẹ,
15323,214,19/03/2022,18:12,422208807,rùi hasaki làm_việc tín,5,rùi hasaki làm việc tín,[],0,[],0,5,,
15324,2062,14/08/2023,14:24,249500002,sống tỉnh lượg mưa nhiệt_độ tb biển cảm_nhận chất tán thấm kháng mồ_hôi tốt nâng tone nhẹ tầm lớp finish_ráo mịn ẩm_nhẹ khô dưỡng_ẩm hạn_chế khô khô cảm_giác châm_chít tóm_lại có_giá bình_dân chấm vùg khí_hậu khô nóg thử dưỡng,5,sống tỉnh lượg mưa nhiệt độ tb biển cảm nhận chất tán thấm kháng mồ hôi tốt nâng tone nhẹ tầm lớp finish ráo mịn ẩm nhẹ khô dưỡng ẩm hạn chế khô khô cảm giác châm chít tóm lại có giá bình dân chấm vùg khí hậu khô nóg thử dưỡng,['hạn chế'],1,"['tốt', 'nhẹ', 'mịn', 'nhẹ']",4,5,"tốt, nhẹ, mịn, nhẹ",hạn_chế
15325,1175,23/08/2022,16:22,249500013,kiềm dầu tầm không_nâng tông khô_thoáng không_bết dính_vón không_dưỡng,5,kiềm dầu tầm không nâng tông khô thoáng không bết dính vón không dưỡng,['vón'],1,['nâng tông'],1,5,nâng_tông,vón
15326,190,4/8/2022,0:59,422211447,tặng bông_tẩy hông,4,tặng bông tẩy hông,[],0,[],0,5,,
15327,2711,24/07/2024,14:28,248700035,chống nắng siêu_đỉnh ơi_tiếc thiên_dầu treatment kiếm chống nắng laroche posay không_nâng tone mà_còn tone đi tư_vấn không_bị bí_bết dính kiềm dầu tốt nâng tone mỏng nhẹ,5,chống nắng siêu đỉnh ơi tiếc thiên dầu treatment kiếm chống nắng laroche posay không nâng tone mà còn tone đi tư vấn không bị bí bết dính kiềm dầu tốt nâng tone mỏng nhẹ,[],0,"['đỉnh', 'tốt', 'nhẹ']",3,5,"đỉnh, tốt, nhẹ",
15328,71,19/04/2022,21:31,253900005,nhạy_cảm nóng rát_châm chích tầm_phút tạm ổn,4,nhạy cảm nóng rát châm chích tầm phút tạm ổn,"['nóng', 'rát', 'châm chích', 'tạm']",4,['ổn'],1,5,ổn,"nóng, rát, châm_chích, tạm"
15329,1111,7/8/2022,23:57,422207562,tẩy tốt không_mùi không_màu dịu nhẹ không_châm chích khô nhạy_cảm êm lắm chống nắng lông_mày tô trôi hài_lòng lắm,5,tẩy tốt không mùi không màu dịu nhẹ không châm chích khô nhạy cảm êm lắm chống nắng lông mày tô trôi hài lòng lắm,['châm chích'],1,"['tốt', 'dịu nhẹ', 'êm', 'hài lòng']",4,5,"tốt, dịu_nhẹ, êm, hài_lòng",châm_chích
15330,702,27/04/2023,18:24,308500018,dễ_dàng thoải_mái thư dãn,5,dễ dàng thoải mái thư dãn,[],0,"['dễ dàng', 'thoải mái']",2,5,"dễ_dàng, thoải_mái",
15331,194,11/7/2022,12:03,205100137,hàng siêu_giá,5,hàng siêu giá,[],0,[],0,5,,
15332,701,29/04/2023,18:34,422216594,thích hasaki tẩy,5,thích hasaki tẩy,[],0,['thích'],1,5,thích,
15333,2465,22/06/2019,23:28,422205162,mặt_nạ đỏ đắp sờ_căng mịn thích dịu nhẹ mùi hương nhẹ tiếp kiểm_chứng hiệu_quả khít,5,mặt nạ đỏ đắp sờ căng mịn thích dịu nhẹ mùi hương nhẹ tiếp kiểm chứng hiệu quả khít,[],0,"['mịn', 'thích', 'dịu nhẹ', 'nhẹ', 'hiệu quả']",5,5,"mịn, thích, dịu_nhẹ, nhẹ, hiệu_quả",
15334,220,1/4/2023,17:54,422207810,mụn đẩy không_cũng mùi hắc_cực cảm_nhận,5,mụn đẩy không cũng mùi hắc cực cảm nhận,['hắc'],1,[],0,5,,hắc
15335,1419,6/2/2022,14:26,422200632,tốt dịu nhẹ sữa_rửa dầu cân_nhắc tiếng hiện_tượng đổ dầu nhạy_cảm_kích_ứng châm_chít bình_thường sạch nhẹ_nhàng thời mụn đầu đen không_nhiều trở_nên khỏe_tóm tắt tốt cầu,5,tốt dịu nhẹ sữa rửa dầu cân nhắc tiếng hiện tượng đổ dầu nhạy cảm kích ứng châm chít bình thường sạch nhẹ nhàng thời mụn đầu đen không nhiều trở nên khỏe tóm tắt tốt cầu,[],0,"['tốt', 'dịu nhẹ', 'nhẹ', 'nhiều', 'tốt']",5,5,"tốt, dịu_nhẹ, nhẹ, nhiều, tốt",
15336,214,19/03/2022,18:12,422211446,rùi hasaki làm_việc tín,5,rùi hasaki làm việc tín,[],0,[],0,5,,
15337,2884,8/2/2021,14:17,377400001,tẩy bổ_rẻ sạch tốt không_bị khô lắm tiết_kiệm phí lắm mụn không_sợ kích_ứng mụn,5,tẩy bổ rẻ sạch tốt không bị khô lắm tiết kiệm phí lắm mụn không sợ kích ứng mụn,"['phí', 'sợ']",2,['tốt'],1,5,tốt,"phí, sợ"
15338,1291,3/8/2019,19:23,204900024,sản phâm tốt nhạy_cảm cạnh vơi,4,sản phâm tốt nhạy cảm cạnh vơi,[],0,['tốt'],1,5,tốt,
15339,1401,2/5/2021,14:54,422200306,mùi thơm dễ_chịu thấm cảm_giác mịn,5,mùi thơm dễ chịu thấm cảm giác mịn,[],0,"['thơm', 'dễ chịu', 'mịn']",3,5,"thơm, dễ_chịu, mịn",
15340,4292,14/03/2022,15:11,248700001,tốt mụn sạch kiềm dầu tốt nhạy_cảm,5,tốt mụn sạch kiềm dầu tốt nhạy cảm,[],0,"['tốt', 'tốt']",2,5,"tốt, tốt",
15341,134,20/07/2023,15:03,422206648,hàng tặng quà shop,5,hàng tặng quà shop,[],0,[],0,5,,
15342,1377,23/01/2024,18:32,422205804,mặt_nạ mùi thơm nhẹ nhẹ dễ_chịu dưỡng chất,5,mặt nạ mùi thơm nhẹ nhẹ dễ chịu dưỡng chất,[],0,"['thơm', 'nhẹ', 'nhẹ', 'dễ chịu']",4,5,"thơm, nhẹ, nhẹ, dễ_chịu",
15343,1961,23/07/2023,9:46,422214147,tuyệt_vời,5,tuyệt vời,[],0,['tuyệt vời'],1,5,tuyệt_vời,
15344,2331,2/5/2023,19:17,422206537,mùi hương dễ_chịu mát_cực ổn,5,mùi hương dễ chịu mát cực ổn,[],0,"['dễ chịu', 'mát', 'ổn']",3,5,"dễ_chịu, mát, ổn",
15345,1279,23/01/2022,6:49,204900024,chân_ái shop hàng,5,chân ái shop hàng,[],0,['chân ái'],1,5,chân_ái,
15346,165,28/11/2022,10:09,205100136,refreshing công_dụng chủ_yếu tẩy dầu mụn nhạy_cảm không_makeup bôi chống nắng khả_năng sạch ổn_tẩy chống nắng bụi bẩn tẩy mềm không_bị khô không_hề nhờn không_thấy kích_ứng không_bị nổi mụn,5,refreshing công dụng chủ yếu tẩy dầu mụn nhạy cảm không makeup bôi chống nắng khả năng sạch ổn tẩy chống nắng bụi bẩn tẩy mềm không bị khô không hề nhờn không thấy kích ứng không bị nổi mụn,['nhờn'],1,['ổn'],1,5,ổn,nhờn
15347,1470,4/12/2021,12:51,422210980,kiềm dầu tốt lắm,5,kiềm dầu tốt lắm,[],0,['tốt'],1,5,tốt,
15348,2480,27/05/2022,12:21,422211997,nâng tông màu tự_nhiên,5,nâng tông màu tự nhiên,[],0,['nâng tông'],1,5,nâng_tông,
15349,3133,28/04/2020,14:41,422211489,hàng cực đóng_gói,5,hàng cực đóng gói,[],0,[],0,5,,
15350,830,18/05/2024,20:14,422218365,texture mỏng thấm cảm_giác đầu nâng tông nhẹ set hầu_như suốt kiềm dầu xỉn không_bị vàng cổ_áo giá đợt hãng,5,texture mỏng thấm cảm giác đầu nâng tông nhẹ set hầu như suốt kiềm dầu xỉn không bị vàng cổ áo giá đợt hãng,[],0,"['nâng tông', 'nhẹ']",2,5,"nâng_tông, nhẹ",
15351,139,18/04/2023,11:12,223600009,lọ hỗn_hợp thiên_dầu bôi lớp dưỡng tróc miệng chống nắng thấm nâng tông nhẹ ưng,5,lọ hỗn hợp thiên dầu bôi lớp dưỡng tróc miệng chống nắng thấm nâng tông nhẹ ưng,[],0,"['hợp', 'nâng tông', 'nhẹ', 'ưng']",4,5,"hợp, nâng_tông, nhẹ, ưng",
15352,2445,27/07/2020,7:54,308500018,giá hạt rẻ cảm_nhận đầu miếng đắp thử căng mượt hôm tông trắng_sắng hẳn thích lắm,5,giá hạt rẻ cảm nhận đầu miếng đắp thử căng mượt hôm tông trắng sắng hẳn thích lắm,[],0,"['trắng', 'thích']",2,5,"trắng, thích",
15353,38,15/04/2023,15:28,318900012,thích lắm,5,thích lắm,[],0,['thích'],1,5,thích,
15354,1075,14/11/2023,23:49,249500011,ổn hỗn_hợp thiên_dầu mụn ẩn_nhẹ không_thấy bít mụn chất mỏng khô thấm nâng_tông lớp finish khô không_bị đổ dầu lắm_nhiên độ chống nắng nắng gắt không_bảo_đảm độ chống nắng,5,ổn hỗn hợp thiên dầu mụn ẩn nhẹ không thấy bít mụn chất mỏng khô thấm nâng tông lớp finish khô không bị đổ dầu lắm nhiên độ chống nắng nắng gắt không bảo đảm độ chống nắng,[],0,"['ổn', 'hợp', 'nhẹ', 'nâng tông']",4,5,"ổn, hợp, nhẹ, nâng_tông",
15355,1696,17/04/2021,23:54,345800001,hợp,5,hợp,[],0,['hợp'],1,5,hợp,
15356,2391,28/04/2023,13:12,308500018,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
15357,337,15/04/2020,14:21,422211447,dịu nhẹ không_gây khô_rát khó_chịu dầu mụn hasaki hàng cực tốt giá_cả,5,dịu nhẹ không gây khô rát khó chịu dầu mụn hasaki hàng cực tốt giá cả,"['rát', 'khó chịu']",2,"['dịu nhẹ', 'tốt']",2,5,"dịu_nhẹ, tốt","rát, khó_chịu"
15358,1471,10/12/2021,21:39,204900056,hỗn_hợp thiên_dầu rửa_mặt nhẹ_tưng thông_thoáng kiềm dầu,5,hỗn hợp thiên dầu rửa mặt nhẹ tưng thông thoáng kiềm dầu,[],0,"['hợp', 'nhẹ']",2,5,"hợp, nhẹ",
15359,2760,21/06/2022,14:47,343100024,dạng bôi thấm_ráo kiềm dầu cực căng mịn phục_hồi khuyết_điểm giá đỗ nghèo_khỉ,5,dạng bôi thấm ráo kiềm dầu cực căng mịn phục hồi khuyết điểm giá đỗ nghèo khỉ,[],0,['mịn'],1,5,mịn,
15360,792,4/4/2021,2:39,422217292,không_mê lớp finish hiệu_quả kiềm dầu đỉnh chất_lỏng bôi nhớt bí chống nắng không_bù rẻ không_bị kích_ứng ngứa rát bề_mặt dầu_khỏe,3,không mê lớp finish hiệu quả kiềm dầu đỉnh chất lỏng bôi nhớt bí chống nắng không bù rẻ không bị kích ứng ngứa rát bề mặt dầu khỏe,['rát'],1,"['hiệu quả', 'đỉnh']",2,5,"hiệu_quả, đỉnh",rát
15361,1807,28/10/2024,15:18,249500011,mướt rượt không_kềm dầu dầu loáng apply,5,mướt rượt không kềm dầu dầu loáng apply,[],0,[],0,5,,
15362,1574,5/11/2023,18:41,422209046,êm nhạy_cảm lắm phục_hồi không_bị kích_ứng,5,êm nhạy cảm lắm phục hồi không bị kích ứng,[],0,['êm'],1,5,êm,
15363,1821,13/12/2023,17:03,422216352,hãng roche posay effaclar thành_phần phylobioma niacinamide procerad giúp mụn ngăn_ngừa mụn kiểm_soát khuẩn mụn hiệu_quả đợi thời cảm_nhận đầu mùi thơm dễ_chịu không_gây bết dính dễ_tán thấm trộm_vía không_gây cảm_giác châm_chích kích_ứng cũ nâng_cấp thích,5,hãng roche posay effaclar thành phần phylobioma niacinamide procerad giúp mụn ngăn ngừa mụn kiểm soát khuẩn mụn hiệu quả đợi thời cảm nhận đầu mùi thơm dễ chịu không gây bết dính dễ tán thấm trộm vía không gây cảm giác châm chích kích ứng cũ nâng cấp thích,['châm chích'],1,"['hiệu quả', 'thơm', 'dễ chịu', 'thích']",4,5,"hiệu_quả, thơm, dễ_chịu, thích",châm_chích
15364,2214,15/01/2021,14:53,249500021,chống nắng dầu_xài,5,chống nắng dầu xài,[],0,[],0,5,,
15365,716,19/04/2023,17:15,422216594,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
15366,2321,4/5/2023,13:43,308500013,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
15367,117,23/06/2024,11:25,422211447,tẩy tốt loreal không_bị rát sát tẩy sạch không_bị khô tiền,5,tẩy tốt loreal không bị rát sát tẩy sạch không bị khô tiền,['rát'],1,"['tốt', 'tẩy sạch']",2,5,"tốt, tẩy_sạch",rát
15368,313,20/11/2020,8:55,205100136,bọc hàng cẩn_thận,5,bọc hàng cẩn thận,[],0,['cẩn thận'],1,5,cẩn_thận,
15369,2869,22/09/2021,0:29,205100146,tệ không_đáng,1,tệ không đáng,"['tệ', 'không đáng']",2,[],0,1,,"tệ, không_đáng"
15370,899,13/04/2023,19:32,422204795,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
15371,49,22/09/2022,11:44,422201123,chất_sệt mịn thấm không_bóng dầu nâng tone nhẹ_nhiên sần_sùi cân_bằng độ_ẩm kết_hợp lót lớp chống nắng ẩm dưỡng ẩm lớp scn không_lên mụn_ẩn,4,chất sệt mịn thấm không bóng dầu nâng tone nhẹ nhiên sần sùi cân bằng độ ẩm kết hợp lót lớp chống nắng ẩm dưỡng ẩm lớp scn không lên mụn ẩn,['bóng'],1,"['mịn', 'nhẹ', 'hợp']",3,5,"mịn, nhẹ, hợp",bóng
15372,1210,14/06/2021,11:08,422217292,chống nắng tốt shop_thiện hàng,5,chống nắng tốt shop thiện hàng,[],0,['tốt'],1,5,tốt,
15373,3135,28/09/2019,11:29,223600035,tẩy sạch ẩm_thiết_kế đẹp,5,tẩy sạch ẩm thiết kế đẹp,[],0,['tẩy sạch'],1,5,tẩy_sạch,
15374,1756,8/3/2022,14:39,100240016,mụn ẩn_khóe miệng cằm đi nặn mụn không_lên tầm tuần mụn đẩy đẩy siêu_yêu dứt_điểm mụn_ẩn retinol hãng,5,mụn ẩn khóe miệng cằm đi nặn mụn không lên tầm tuần mụn đẩy đẩy siêu yêu dứt điểm mụn ẩn retinol hãng,[],0,['yêu'],1,5,yêu,
15375,22,4/9/2023,11:28,318900012,mùi dễ_chịu thích lắm,5,mùi dễ chịu thích lắm,[],0,"['dễ chịu', 'thích']",2,5,"dễ_chịu, thích",
15376,1310,25/03/2022,11:55,422211878,tốt thử không_xài chất không_đặc không_lỏng không_thấy tác_dụng không_nên phí tiền tiền phục_hồi serum,3,tốt thử không xài chất không đặc không lỏng không thấy tác dụng không nên phí tiền tiền phục hồi serum,"['không nên', 'phí']",2,['tốt'],1,1,tốt,"không_nên, phí"
15378,519,11/12/2022,14:30,204100019,không_muốn đổi dầu mụn rữa không_bị dầu_nhờn cảm_giác rữa độ_ẩm đi liễu,5,không muốn đổi dầu mụn rữa không bị dầu nhờn cảm giác rữa độ ẩm đi liễu,['nhờn'],1,[],0,5,,nhờn
15379,1402,13/03/2021,20:35,204900159,mùi khó_chịu mặt_mềm khô,3,mùi khó chịu mặt mềm khô,['khó chịu'],1,[],0,1,,khó_chịu
15380,1223,7/6/2020,11:16,249500013,dầu,5,dầu,[],0,[],0,5,,
15381,4101,19/11/2023,10:41,422207812,tẩy tế_bào chết ổn,5,tẩy tế bào chết ổn,[],0,['ổn'],1,5,ổn,
15382,3993,14/04/2022,18:40,331300023,tốt không_cồn thấm lớp thấm mướt,5,tốt không cồn thấm lớp thấm mướt,[],0,['tốt'],1,5,tốt,
15383,2206,1/8/2021,22:28,249500021,kiềm dầu cực tốt bột bột mịn lắm khô dưỡng ẩm tông_nhẹ không_đều hiện_tượng vón_cục chỗ khóe mũi mắt,5,kiềm dầu cực tốt bột bột mịn lắm khô dưỡng ẩm tông nhẹ không đều hiện tượng vón cục chỗ khóe mũi mắt,['vón'],1,"['tốt', 'mịn', 'nhẹ']",3,5,"tốt, mịn, nhẹ",vón
15384,677,28/10/2021,15:13,422204259,tệ tưởng_tượng,1,tệ tưởng tượng,['tệ'],1,[],0,1,,tệ
15385,261,16/07/2021,17:51,422211447,dầu mụn nhẹ giá sạch tốt,4,dầu mụn nhẹ giá sạch tốt,[],0,"['nhẹ', 'tốt']",2,5,"nhẹ, tốt",
15386,2721,6/8/2022,14:39,248700053,kiếm chân_ái cuộc_đời mụn bọc đỏ mọc kết_hợp chấm mụn còi cực_kì êm laroche không_bị khô mụn dược m_phẩm nhật rcm mụn đỏ bớt,5,kiếm chân ái cuộc đời mụn bọc đỏ mọc kết hợp chấm mụn còi cực kì êm laroche không bị khô mụn dược m phẩm nhật rcm mụn đỏ bớt,[],0,"['chân ái', 'hợp', 'êm']",3,5,"chân_ái, hợp, êm",
15387,2932,15/10/2024,10:22,422218098,hàng lẻ hộp,5,hàng lẻ hộp,[],0,[],0,5,,
15388,2327,3/5/2023,17:55,308500037,rẻ đắp thư_giãn công_dụng không_ngờ,5,rẻ đắp thư giãn công dụng không ngờ,[],0,['thư giãn'],1,5,thư_giãn,
15389,1837,9/5/2020,19:20,422205163,miếng tốt mát_lạnh đắp bớt dầu_đắp ẩm_mượt không_thêm chăm_sóc ngủ nốt mụn sưng đỏ,5,miếng tốt mát lạnh đắp bớt dầu đắp ẩm mượt không thêm chăm sóc ngủ nốt mụn sưng đỏ,[],0,"['tốt', 'mát']",2,5,"tốt, mát",
15390,3878,2/2/2023,13:55,345800002,sdung không_phù_hợp liên_hệ lại_lại,5,sdung không phù hợp liên hệ lại lại,['không phù hợp'],1,['phù hợp'],1,5,phù_hợp,không_phù_hợp
15391,121,19/11/2023,12:07,422211446,sạch sâu hợp dầu mụn tẩy sạch êm,5,sạch sâu hợp dầu mụn tẩy sạch êm,[],0,"['hợp', 'tẩy sạch', 'êm']",3,5,"hợp, tẩy_sạch, êm",
15392,1068,18/05/2023,9:23,422204910,tẩy sạch mkup nhẹ tầm mùi thơm mkup đậm tầm,5,tẩy sạch mkup nhẹ tầm mùi thơm mkup đậm tầm,[],0,"['tẩy sạch', 'nhẹ', 'thơm']",3,5,"tẩy_sạch, nhẹ, thơm",
15393,1617,18/03/2022,21:18,422208181,klenzit tốt,4,klenzit tốt,[],0,['tốt'],1,5,tốt,
15394,3277,7/5/2022,0:09,422206103,đắp mặt_nạ đắp hiệu_quả không_đâu hasaki_gói hàng tốt đắp retinol không_rát nóng_đắp ẩm chất dư không_muốn bôi mắc,5,đắp mặt nạ đắp hiệu quả không đâu hasaki gói hàng tốt đắp retinol không rát nóng đắp ẩm chất dư không muốn bôi mắc,"['rát', 'nóng']",2,"['hiệu quả', 'tốt']",2,5,"hiệu_quả, tốt","rát, nóng"
15395,2870,23/03/2021,22:20,308500001,kiềm dầu tốt sạch không_bị căng,5,kiềm dầu tốt sạch không bị căng,[],0,['tốt'],1,5,tốt,
15396,1469,13/03/2022,19:53,100220010,tạm ổn,4,tạm ổn,['tạm'],1,['ổn'],1,5,ổn,tạm
15397,402,15/04/2023,22:26,100230059,hiệu_quả cực_kì,5,hiệu quả cực kì,[],0,['hiệu quả'],1,5,hiệu_quả,
15398,3565,26/09/2017,15:22,100250033,miếng dán tốt_dán chỗ mụn bớt sưng tấy_dán liên_tục rút đầu mụn hasaki hàng,5,miếng dán tốt dán chỗ mụn bớt sưng tấy dán liên tục rút đầu mụn hasaki hàng,[],0,['tốt'],1,5,tốt,
15399,1670,2/7/2024,7:53,422207323,hương nồng mùi bột giặt chất dạng lỏng tán không_nâng tông_bôi cảm_giác bết rít bóng nổi_bật khuyết_điểm cồn bôi mắt rát nhẹ,3,hương nồng mùi bột giặt chất dạng lỏng tán không nâng tông bôi cảm giác bết rít bóng nổi bật khuyết điểm cồn bôi mắt rát nhẹ,"['nồng', 'bết rít', 'bóng', 'rát']",4,"['nâng tông', 'nổi bật', 'nhẹ']",3,1,"nâng_tông, nổi_bật, nhẹ","nồng, bết_rít, bóng, rát"
15400,2916,16/11/2020,15:48,204100003,shopee hài_lòng hàng,5,shopee hài lòng hàng,[],0,['hài lòng'],1,5,hài_lòng,
15402,3174,24/08/2020,9:01,345800001,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
15403,2325,4/5/2023,10:05,422205163,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
15405,2586,29/05/2021,10:27,207500007,btt silcot không_muốn thương_hiệu,5,btt silcot không muốn thương hiệu,[],0,[],0,5,,
15406,219,18/02/2022,11:48,205100146,hình tặng quà hàng chất_thù trải_nghiệm,4,hình tặng quà hàng chất thù trải nghiệm,[],0,[],0,5,,
15407,404,15/04/2023,16:02,422208975,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
15408,1426,8/4/2021,14:28,422200632,thơm nhẹ êm,5,thơm nhẹ êm,[],0,"['thơm', 'nhẹ', 'êm']",3,5,"thơm, nhẹ, êm",
15409,2075,4/8/2020,11:11,422203145,khuyết_điểm nâng tone đẹp tự_nhiên giá_cả hợp_lý chất tán,4,khuyết điểm nâng tone đẹp tự nhiên giá cả hợp lý chất tán,[],0,['hợp'],1,5,hợp,
15410,601,1/1/2023,11:19,204900004,hợp dầu,5,hợp dầu,[],0,['hợp'],1,5,hợp,
15411,466,17/05/2023,10:25,204900013,chân_ái tội bôi mắt,5,chân ái tội bôi mắt,[],0,['chân ái'],1,5,chân_ái,
15412,3988,4/5/2022,21:18,331300023,thích không_rít không_chứa cồn đầu bôi nâng_tông nhẹ tệp,5,thích không rít không chứa cồn đầu bôi nâng tông nhẹ tệp,[],0,"['thích', 'nâng tông', 'nhẹ']",3,5,"thích, nâng_tông, nhẹ",
15413,1967,30/11/2022,18:57,422212892,ổn không_quá tốt không_quá xấu,3,ổn không quá tốt không quá xấu,[],0,"['ổn', 'tốt']",2,5,"ổn, tốt",
15414,1491,21/08/2020,13:33,204900004,hỗn_hợp thiên_dầu nhạy_cảm kích_ứng cảm_giác mê rửa_mềm không_hề khô không_ngứa không_đỏ ửng,5,hỗn hợp thiên dầu nhạy cảm kích ứng cảm giác mê rửa mềm không hề khô không ngứa không đỏ ửng,[],0,['hợp'],1,5,hợp,
15415,719,17/04/2023,19:48,100230056,tốt lắm,5,tốt lắm,[],0,['tốt'],1,5,tốt,
15416,1041,14/10/2022,22:11,422200236,chống nắng đỉnh nhạy_cảm sướng tiền tuýt,5,chống nắng đỉnh nhạy cảm sướng tiền tuýt,[],0,['đỉnh'],1,5,đỉnh,
15418,2346,1/5/2023,16:47,308500018,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
15419,3699,2/10/2022,22:47,248700032,không_đánh_giá naris hũ review_chất thấm mắt chẳng dính sát_mí không_thấy đỡ thâm_quầng mắt nhăn chống lão,3,không đánh giá naris hũ review chất thấm mắt chẳng dính sát mí không thấy đỡ thâm quầng mắt nhăn chống lão,['thâm'],1,[],0,1,,thâm
15420,187,18/08/2022,9:16,205100146,tốt không_thấy quà tặng đi kèm,4,tốt không thấy quà tặng đi kèm,[],0,['tốt'],1,5,tốt,
15421,1157,30/05/2024,15:01,422211640,ổn không_bị xù giá rcm,5,ổn không bị xù giá rcm,[],0,['ổn'],1,5,ổn,
15422,1187,18/06/2022,6:05,249500013,hàng cực_kì,5,hàng cực kì,[],0,[],0,5,,
15423,2406,4/3/2023,6:04,422205164,kiềm dầu tốt,5,kiềm dầu tốt,[],0,['tốt'],1,5,tốt,
15424,3814,30/06/2022,22:30,100150058,không_ấn_tượng lắm chấp_nhận cầu,3,không ấn tượng lắm chấp nhận cầu,['không ấn tượng'],1,['ấn tượng'],1,5,ấn_tượng,không_ấn_tượng
15425,366,26/10/2018,19:57,422204259,dã ý_giá siêu_rẻ tiếp,5,dã ý giá siêu rẻ tiếp,[],0,[],0,5,,
15426,1292,15/05/2019,11:49,100190059,tốt_dịu nhẹ bọt mịn ẩm không_hề khô,5,tốt dịu nhẹ bọt mịn ẩm không hề khô,[],0,"['tốt', 'dịu nhẹ', 'mịn']",3,5,"tốt, dịu_nhẹ, mịn",
15427,1699,26/08/2020,15:22,318900005,mịn dịu vết đỏ_chóng kiểm_soát nhờn cực tốt công_dụng ẩm chủ_yếu không_đủ ẩm dầu ưng hàng klairs cực,5,mịn dịu vết đỏ chóng kiểm soát nhờn cực tốt công dụng ẩm chủ yếu không đủ ẩm dầu ưng hàng klairs cực,['nhờn'],1,"['mịn', 'tốt', 'ưng']",3,5,"mịn, tốt, ưng",nhờn
15428,330,28/07/2020,9:38,205100136,bổ rẻ không_gây,5,bổ rẻ không gây,[],0,[],0,5,,
15429,145,19/04/2023,20:48,422208807,phẩm tốt túi_tiền hiệu_quả,5,phẩm tốt túi tiền hiệu quả,[],0,"['tốt', 'hiệu quả']",2,5,"tốt, hiệu_quả",
15430,3130,15/10/2020,12:23,422211489,shop thân_thiện hàng tốt giá rẻ đợt freeship,5,shop thân thiện hàng tốt giá rẻ đợt freeship,[],0,"['thân thiện', 'tốt']",2,5,"thân_thiện, tốt",
15431,3655,20/11/2023,11:49,100220010,mùi dễ_chịu,5,mùi dễ chịu,[],0,['dễ chịu'],1,5,dễ_chịu,
15432,1184,28/11/2022,23:53,249500019,dạng đặc tí thấm mùi không_bị nồng thích tốt giá bình_dân lựa_chọn,5,dạng đặc tí thấm mùi không bị nồng thích tốt giá bình dân lựa chọn,['nồng'],1,"['thích', 'tốt']",2,5,"thích, tốt",nồng
15433,3203,24/10/2024,12:38,422220080,đắp căng bóng thích lắm,5,đắp căng bóng thích lắm,['bóng'],1,['thích'],1,5,thích,bóng
15434,2043,14/10/2022,16:25,249500019,nồng mùi cồn không_giống vón bếch,1,nồng mùi cồn không giống vón bếch,"['nồng', 'mùi cồn', 'vón']",3,[],0,1,,"nồng, mùi_cồn, vón"
15435,2099,20/01/2022,12:27,422202569,nhạy_cảm_nhờn nổi mụn bọt dịu nhẹ sạch cetaphil m_phẩm không_bị,5,nhạy cảm nhờn nổi mụn bọt dịu nhẹ sạch cetaphil m phẩm không bị,['nhờn'],1,['dịu nhẹ'],1,5,dịu_nhẹ,nhờn
15436,2324,4/5/2023,12:56,308500037,tuyệt sạch_nhờn mụn,5,tuyệt sạch nhờn mụn,['nhờn'],1,[],0,5,,nhờn
15437,714,20/04/2023,18:22,100230057,ưng_ý,5,ưng ý,[],0,['ưng ý'],1,5,ưng_ý,
15438,805,11/5/2023,11:32,422208156,hợp hỗn_hợp thiên_dầu skin nắp vàng kích_ứng đổi cải_thiện rõ_rệt tẩy_k không_bị mụn,5,hợp hỗn hợp thiên dầu skin nắp vàng kích ứng đổi cải thiện rõ rệt tẩy k không bị mụn,['bị mụn'],1,"['hợp', 'hợp', 'cải thiện']",3,5,"hợp, hợp, cải_thiện",bị_mụn
